1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32
1	3	5	7	9	11	13	15	17	19	21	23	25	27	29	31	6	8	2	4	14	16	10	12	22	24	18	20	30	32	26	28
1	4	7	6	13	16	11	10	25	28	31	30	21	24	19	18	22	23	20	17	26	27	32	29	14	15	12	9	2	3	8	5
1	5	9	13	17	21	25	29	6	2	14	10	22	18	30	26	11	15	3	7	27	31	19	23	16	12	8	4	32	28	24	20
1	6	11	16	21	18	31	28	14	9	8	3	26	29	20	23	27	32	17	22	15	12	5	2	24	19	30	25	4	7	10	13
1	7	13	11	25	31	21	19	22	20	26	32	14	12	2	8	16	10	4	6	24	18	28	30	27	29	23	17	3	5	15	9
1	8	15	10	29	28	19	22	30	27	20	21	2	7	16	9	32	25	18	23	4	5	14	11	3	6	13	12	31	26	17	24
1	9	17	25	6	14	22	30	11	3	27	19	16	8	32	24	21	29	5	13	18	26	2	10	31	23	15	7	28	20	12	4
1	10	19	28	2	9	20	27	3	12	17	26	4	11	18	25	5	14	23	32	6	13	24	31	7	16	21	30	8	15	22	29
1	11	21	31	14	8	26	20	27	17	15	5	24	30	4	10	18	28	6	16	29	23	9	3	12	2	32	22	7	13	19	25
1	12	23	30	10	3	32	21	19	26	5	16	28	17	14	7	2	11	24	29	9	4	31	22	20	25	6	15	27	18	13	8
1	13	25	21	22	26	14	2	16	4	24	28	27	23	3	15	31	19	7	11	12	8	20	32	18	30	10	6	5	9	29	17
1	14	27	24	18	29	12	7	8	11	30	17	23	28	13	2	15	4	21	26	32	19	6	9	10	5	20	31	25	22	3	16
1	15	29	19	30	20	2	16	32	18	4	14	3	13	31	17	28	22	8	10	7	9	27	21	5	11	25	23	26	24	6	12
1	16	31	18	26	23	8	9	24	25	10	7	15	2	17	32	12	5	22	27	19	30	13	4	29	20	3	14	6	11	28	21
1	17	6	22	11	27	16	32	21	5	18	2	31	15	28	12	14	30	9	25	8	24	3	19	26	10	29	13	20	4	23	7
1	18	8	23	15	32	10	25	29	14	28	11	19	4	22	5	30	13	27	12	20	3	21	6	2	17	7	24	16	31	9	26
1	19	2	20	3	17	4	18	5	23	6	24	7	21	8	22	9	27	10	28	11	25	12	26	13	31	14	32	15	29	16	30
1	20	4	17	7	22	6	23	13	32	16	29	11	26	10	27	25	12	28	9	31	14	30	15	21	8	24	5	19	2	18	3
1	21	14	26	27	15	24	4	18	6	29	9	12	32	7	19	8	20	11	31	30	10	17	5	23	3	28	16	13	25	2	22
1	22	16	27	31	12	18	5	26	13	23	4	8	19	9	30	24	3	25	14	10	29	7	20	15	28	2	21	17	6	32	11
1	23	10	32	19	5	28	14	2	24	9	31	20	6	27	13	3	21	12	30	17	7	26	16	4	22	11	29	18	8	25	15
1	24	12	29	23	2	30	11	10	31	3	22	32	9	21	4	19	6	26	15	5	20	16	25	28	13	17	8	14	27	7	18
1	25	22	14	16	24	27	3	31	7	12	20	18	10	5	29	26	2	13	21	23	15	4	28	8	32	19	11	9	17	30	6
1	26	24	15	12	19	29	6	23	16	2	25	30	5	11	20	10	17	31	8	3	28	22	13	32	7	9	18	21	14	4	27
1	27	18	12	8	30	23	13	15	21	32	6	10	20	25	3	29	7	14	24	28	2	11	17	19	9	4	26	22	16	5	31
1	28	20	9	4	25	17	12	7	30	22	15	6	31	23	14	13	24	32	5	16	21	29	8	11	18	26	3	10	19	27	2
1	29	30	2	32	4	3	31	28	8	7	27	5	25	26	6	20	16	15	19	13	17	18	14	9	21	22	10	24	12	11	23
1	30	32	3	28	7	5	26	20	15	13	18	9	22	24	11	4	31	29	2	25	6	8	27	17	14	16	19	12	23	21	10
1	31	26	8	24	10	15	17	12	22	19	13	29	3	6	28	23	9	16	18	2	32	25	7	30	4	5	27	11	21	20	14
1	32	28	5	20	13	9	24	4	29	25	8	17	16	12	21	7	26	30	3	22	11	15	18	6	27	31	2	23	10	14	19
